header_id,line_item_id,line_item_index,record_type,created_at,customer_created_at,currency,header_status,product_id,product_name,product_type,transaction_type,billing_type,quantity,unit_amount,discount_amount,tax_amount,total_amount,payment_id,payment_method_id,payment_method,payment_at,refund_amount,subscription_id,subscription_period_started_at,subscription_period_ended_at,subscription_status,subscription_plan,customer_id,customer_level,customer_name,customer_email,customer_city,customer_country,customer_company,fee_amount
60ee84ef-de94-404b-b629-ae72417ff6ca,b6ad1fe8-ea2f-4d00-8af7-010bc0484818,6,line_item,2023-10-01 22:40:04,2022-08-09 11:14:15,USD,completed,2,printer,office equipment,sale,subscription,9,544.52,20.99,31.29,4910.98,c7edf344-e8f6-4428-96ad-1a9ba29cc695,3be1753d-a47d-4327-b261-690ffdecb357,credit_card,2024-07-10 05:27:36,,1cf59b99-77ad-443c-8fc2-d6c201067e74,2023-08-27 12:34:24,2024-05-29 02:20:43,inactive,Standard,8b73129d-fa61-466d-915a-89f1262831be,customer,Jeremy Pena Jr.,fake.name@example.com,Denver,USA,Morgan-Johnston,6.31
60ee84ef-de94-404b-b629-ae72417ff6ca,8a74683f-4ba7-4125-b407-4510af27d840,7,line_item,2023-06-11 21:12:47,2021-03-27 21:31:26,GBP,cancelled,93,printer,office equipment,refund,invoiceitem,6,456.13,55.59,24.82,2706.01,,,,,2300.95,,,,,,d0f3f566-08fe-4c76-bbab-8c3347183ce1,account,Jennifer Hale,fake.name@example.com,London,UK,Rodriguez-Johnson,15.45
60ee84ef-de94-404b-b629-ae72417ff6ca,445a24c4-f794-4eca-8727-27140ebc45cd,8,line_item,2024-02-08 04:13:48,2019-09-19 14:02:41,USD,pending,32,copier,office equipment,refund,invoiceitem,7,891.83,58.68,47.92,6232.05,,,,,1622.45,,,,,,8835faa8-7b36-4272-8bd2-fedde6abc74f,account,Rebecca Carter,fake.name@example.com,Baltimore,USA,"Schmidt, Thompson and Moyer",12.47
60ee84ef-de94-404b-b629-ae72417ff6ca,58105afd-1cf9-4be4-9eab-1bb861c3be46,9,line_item,2024-02-14 06:47:11,2022-12-15 01:44:52,USD,pending,39,ink,office supplies,refund,recurring,8,301.85,33.58,14.66,2395.88,,,,,1561.0,50ab9358-6730-4289-880e-9f7187e6e6ed,2023-08-15 14:37:24,2024-06-30 11:32:25,active,Premium,a4c1a685-6496-4281-bff0-4efcbf706430,customer,Caleb Chavez,fake.name@example.com,New York,USA,Rogers Ltd,3.18
ab34990f-1c9c-4203-a6ad-f7044ca05288,cd9d0743-dfbb-4a53-92ea-3e19463d93de,3,header,2023-09-22 06:06:04,2019-10-02 22:51:17,MXN,pending,83,printer,office equipment,refund,recurring,7,913.26,57.29,43.66,6379.19,,,,,3910.58,554e37db-23dd-4766-acf2-c3881fa9fcc1,2023-03-30 11:54:46,2024-05-07 05:55:53,inactive,Premium,89bacb73-0020-449f-9045-3db53519f774,customer,Christopher Lutz,fake.name@example.com,Puebla,Mexico,Jacobs-Anderson,6.96
ab34990f-1c9c-4203-a6ad-f7044ca05288,914e46cf-f3c5-43d5-8448-17d120abb8d4,1,line_item,2023-04-04 07:02:19,2020-10-05 13:05:21,CAD,cancelled,29,desk,furniture,refund,one-time,6,510.49,51.33,12.64,3024.25,,,,,343.24,,,,,,4f6df97a-2453-40d0-8784-b2a116312332,customer,Robert Diaz,fake.name@example.com,Vancouver,Canada,Gonzalez-Ross,18.56
ab34990f-1c9c-4203-a6ad-f7044ca05288,06e5a9eb-26db-4042-a81a-9a19483da2dd,2,line_item,2023-02-09 19:42:15,2022-06-17 20:14:17,USD,completed,88,paper,office supplies,refund,invoiceitem,8,455.94,11.7,44.89,3680.71,bb9e4bb4-0e6a-4d50-a036-78a2adca2212,b4b17c23-0d5b-491d-85b1-b458a1bcd70e,paypal,2023-09-21 17:17:32,2181.9,,,,,,18bf187a-e2b7-4e79-ae0b-279fb072d5eb,account,Laura Mays,fake.name@example.com,Chicago,USA,Ward-Ferguson,16.87
ab34990f-1c9c-4203-a6ad-f7044ca05288,24ea597f-7fbf-4bc0-9093-068bf14cf540,3,line_item,2024-07-05 18:57:06,2019-09-15 04:40:40,USD,pending,90,chair,furniture,refund,one-time,2,587.04,22.27,32.27,1184.08,,,,,1135.24,,,,,,c088da1d-a2d3-46c7-81b2-45bbc96a35f8,customer,Samantha Cole,fake.name@example.com,Fort Worth,USA,Simmons-Matthews,2.43
ab34990f-1c9c-4203-a6ad-f7044ca05288,94994391-16e9-4342-871d-7c6a902979f8,4,line_item,2023-01-25 19:30:14,2020-03-19 13:10:52,CAD,pending,88,printer,office equipment,refund,one-time,8,198.09,98.29,21.49,1507.92,,,,,402.59,,,,,,5396a307-84f8-43cc-8d07-153572fe8e52,account,Scott Arnold,fake.name@example.com,Vancouver,Canada,"Shaw, Johnson and Ayala",9.23
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,80368a29-b7de-49fa-b6cd-392012abbb88,4,header,2023-02-02 16:37:43,2022-10-03 15:34:48,USD,pending,59,desk,furniture,sale,recurring,2,228.25,49.25,43.34,450.59,,,,,,fad4bb2d-9e12-403d-a1c6-fb87ce4278cf,2022-05-13 22:07:39,2023-05-04 11:49:19,active,Basic,863a4b92-10fd-4b6d-a42a-aff6cd53706f,customer,Caitlin Liu,fake.name@example.com,Denver,USA,Franklin Inc,8.33
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,ded49e70-e110-478b-a206-27e35c1ec014,1,line_item,2023-02-19 10:38:12,2022-10-30 05:21:59,USD,pending,77,chair,furniture,refund,one-time,10,485.84,37.21,34.96,4856.15,,,,,877.01,,,,,,0e4b45b4-ed37-406c-86e6-68c663d635ae,account,Wayne Bartlett,fake.name@example.com,Washington,USA,Russo-Wells,5.32
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,061c0ae0-61b9-4a74-8181-fa759c20de3a,2,line_item,2024-02-09 05:41:20,2020-07-04 01:50:29,USD,cancelled,52,ink,office supplies,refund,recurring,8,458.83,83.77,20.36,3607.23,,,,,3442.2,c9c7743a-3399-4842-b621-e550efc04ae6,2023-02-24 06:29:07,2025-02-07 12:31:30,inactive,Standard,95c0f8a9-6b1b-481e-b2a0-73e3c60caef0,customer,Pamela Atkinson,fake.name@example.com,San Francisco,USA,Ramos LLC,12.93
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,4a615399-217d-4856-b2dd-5fdcdbc787a4,3,line_item,2023-03-17 21:11:50,2021-08-28 00:56:22,USD,cancelled,21,printer,office equipment,sale,recurring,4,330.86,34.22,3.4,1292.62,,,,,,08033be1-08d7-4e59-959a-3818d89262a2,2022-04-07 22:37:42,2023-11-06 13:37:51,active,Basic,d369bd3d-d5e5-4c40-a1a7-6b10a8d2e584,customer,Shelly Stone,fake.name@example.com,Washington,USA,Wilson-Keller,14.8
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,f6952b0c-5287-48a1-8254-6df4952cae7d,4,line_item,2023-11-30 03:20:35,2020-09-12 01:27:00,USD,pending,16,copier,office equipment,refund,one-time,2,260.34,36.35,6.36,490.69,,,,,195.68,,,,,,16e473fd-d4ca-491b-bc10-4b90abc32a34,customer,Joel Crane,fake.name@example.com,Columbus,USA,Henderson and Sons,18.5
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,cbd2fafe-15a4-4310-94d8-6580b7921501,5,line_item,2022-09-13 23:20:59,2021-03-02 13:03:44,MXN,pending,87,desk,furniture,refund,recurring,8,125.64,95.58,2.05,911.59,,,,,757.7,5d1f19b4-9182-4ac7-8b08-ec5c6fe70a67,2021-11-03 06:26:08,2023-01-01 17:19:52,active,Standard,5ddab618-7389-4138-bf9e-459de61c57df,customer,David Simpson,fake.name@example.com,Puebla,Mexico,Graham-Vasquez,14.74
cf297d40-a9cf-4dff-bd99-ba18e88a28fa,4640cc1d-a45c-47a9-b2c6-9e52481ba981,6,line_item,2022-10-20 19:43:28,2021-02-14 09:50:00,USD,cancelled,21,copier,office equipment,refund,recurring,5,653.62,28.35,29.33,3269.08,,,,,2580.6,8554512c-4a59-4655-8956-d839f4591ba1,2022-03-26 06:40:59,2023-07-17 19:51:24,inactive,Standard,b375f220-8b46-436a-a454-9d9aed7febf1,customer,John Walker,fake.name@example.com,Kansas City,USA,"Barker, Rogers and Johnson",17.72
62753ca9-536b-4fbc-bef1-bd02aa3c15bc,aed2993d-718c-485a-8f7e-e9627274a17b,5,header,2023-08-16 09:26:03,2019-11-03 18:14:47,USD,completed,82,copier,office equipment,sale,recurring,4,780.27,69.6,15.12,3066.6,93d0b4e2-567e-4062-bd45-a560778aa19b,1af4c4fa-3274-4a89-b5f0-6f6db7b005cd,paypal,2024-06-28 18:16:05,,9359e1ca-7d9a-4716-bb19-ba7911ce92e9,2022-12-23 02:26:33,2023-10-30 11:27:31,inactive,Basic,730d9c80-b2e9-4534-ad47-65f0996c2166,customer,Stacey Wallace,fake.name@example.com,Kansas City,USA,Cooper-James,1.46
62753ca9-536b-4fbc-bef1-bd02aa3c15bc,46225ab2-c5a2-4d6f-9e44-9f3354f9a67a,1,line_item,2023-07-20 07:42:47,2021-09-13 18:54:18,USD,completed,40,ink,office supplies,sale,subscription,6,853.57,38.67,40.85,5123.6,77c15e40-5f12-4318-931a-6e0b5593c95d,f52c13a6-6a0f-48ef-ac53-bbd532b1b605,bank_transfer,2023-10-02 02:41:37,,d6bf4c69-0c69-44b7-9158-36d1279d0a31,2023-03-08 21:54:06,2023-08-25 16:57:37,active,Standard,bc8c043c-65cc-4feb-93ff-e0e10e028419,account,Albert Moore,fake.name@example.com,Seattle,USA,"Roberts, Hill and Rivera",16.12
62753ca9-536b-4fbc-bef1-bd02aa3c15bc,34fb9bc4-9afb-4ab0-b7e1-959436b703e1,2,line_item,2023-10-11 21:07:35,2022-06-29 14:26:22,USD,pending,72,paper,office supplies,sale,one-time,8,169.52,30.42,44.8,1370.54,,,,,,,,,,,a19ac7b8-39f4-4dcb-85c5-db9e5b0580b9,customer,Leah Bradley,fake.name@example.com,Portland,USA,Park-Perez,5.48
62753ca9-536b-4fbc-bef1-bd02aa3c15bc,ea8ba19d-f638-40f8-85ce-4315b2aa54b1,3,line_item,2024-04-11 17:36:27,2022-04-04 20:15:59,USD,completed,85,copier,office equipment,refund,recurring,9,392.01,35.82,8.65,3500.92,2b94abc7-14ca-4395-9d16-a616f2417b9d,ce118726-8a79-4661-b088-0c46b1920faf,paypal,2024-04-30 14:10:08,2903.43,8cb201d9-9124-4429-85c4-8fbd79e1c201,2023-09-29 00:55:45,2025-02-19 11:37:42,inactive,Premium,4b6fde19-e952-4053-a39e-ed5f6d0c9030,account,Adam Wilson,fake.name@example.com,Columbus,USA,Cantu-Cline,8.95
fcbbbecf-4177-4b1b-b5ab-8825bc1628e0,94c966c7-36cb-42c6-a3a0-138999721bfa,6,header,2023-06-22 09:55:05,2020-08-28 02:49:46,USD,cancelled,81,chair,furniture,sale,recurring,10,355.78,41.71,37.27,3553.36,,,,,,fac9ee44-1d3d-4952-8b1f-ea3f7a5a6554,2022-11-14 19:38:40,2024-01-23 20:14:04,inactive,Standard,d8078496-636b-4fe0-b478-f4967d4bc294,customer,Cynthia Hampton,fake.name@example.com,San Diego,USA,"Good, Thomas and Hartman",9.65
fcbbbecf-4177-4b1b-b5ab-8825bc1628e0,0b017d11-0c13-43ba-b451-44ce6dab6603,1,line_item,2022-11-28 13:27:56,2020-12-09 18:46:58,USD,pending,60,ink,office supplies,refund,subscription,7,693.52,86.63,15.88,4783.89,,,,,2669.38,42700903-fbbf-4569-8a1f-e372064f28f6,2022-03-29 08:10:45,2023-02-17 11:01:41,active,Basic,fd7571f8-b68e-4ce0-9a32-cd03a63da77c,account,Brandy Ross,fake.name@example.com,New York,USA,"Gomez, Owens and Barber",8.62
fcbbbecf-4177-4b1b-b5ab-8825bc1628e0,ba579b8e-4f20-4b86-a188-732585bd495d,2,line_item,2023-09-13 08:00:51,2023-05-08 03:32:21,CAD,completed,53,chair,furniture,refund,subscription,6,274.63,76.57,17.07,1588.28,1c455a6f-2cd7-49c3-8d86-9e002961d1ba,3dd5d677-ea09-49e9-a03f-22c2b5ab31c1,paypal,2024-06-24 23:29:39,324.13,91d21639-0a10-4b21-8d80-86aa0485b8ce,2023-04-12 15:53:30,2024-08-27 05:41:43,active,Premium,45c5a55a-ded7-44bc-ac57-6336d524978b,account,Rebecca Martin,fake.name@example.com,Calgary,Canada,"Patel, Mahoney and Mahoney",13.11
fcbbbecf-4177-4b1b-b5ab-8825bc1628e0,37a027a2-de57-408d-b969-4f8caa5053bb,3,line_item,2022-08-26 22:14:51,2022-01-09 07:39:07,USD,cancelled,49,ink,office supplies,refund,one-time,1,404.16,50.77,27.79,381.18,,,,,305.74,,,,,,61930b12-d53d-408c-8d56-1c76284a4ff5,account,Amy Klein,fake.name@example.com,Portland,USA,Stout-Torres,19.14
fcbbbecf-4177-4b1b-b5ab-8825bc1628e0,98071cd5-f6f5-4c81-8dc3-268e277d832b,4,line_item,2024-04-18 11:06:27,2022-12-10 13:47:47,USD,completed,9,printer,office equipment,refund,subscription,10,455.67,26.6,18.38,4548.48,e42a0981-ba25-456b-8ed4-d31bfd8e8949,bee3f9a3-30b0-471d-bdf1-249153622b6d,credit_card,2024-07-03 18:15:09,2642.35,2207073d-bdf6-4934-b249-26f7af5a63c2,2023-12-17 04:06:06,2025-01-11 03:59:02,inactive,Standard,39a07d02-2203-4418-843d-3fbc0a6ddbe8,customer,Natalie Ellis,fake.name@example.com,Albuquerque,USA,"Robinson, Ball and Gilbert",13.28
fcbbbecf-4177-4b1b-b5ab-8825bc1628e0,9fef9c48-1727-4198-b8a4-d369603daad5,5,line_item,2022-12-31 10:34:40,2021-10-11 17:08:06,CAD,completed,9,printer,office equipment,sale,subscription,2,843.02,71.13,31.92,1646.83,7ab141d4-f964-46fd-b9f2-6da06194e8a8,c3ee8cb8-7e4c-4dbd-ad75-e9421009a111,credit_card,2023-03-26 08:37:31,,0b1c8704-5474-4a6e-9c4b-4463b315807a,2022-08-07 15:23:26,2023-06-12 22:24:44,inactive,Basic,bfb67db0-f347-49dd-b3bd-e316df094632,customer,Jacqueline Curry,fake.name@example.com,Vancouver,Canada,"Acevedo, Saunders and Miller",8.34
5ae94de3-ef4b-465b-81ec-d286d8539e48,75b4c71b-a50c-4127-8502-ae432f667314,7,header,2023-05-23 22:16:40,2020-12-20 02:00:03,USD,cancelled,31,paper,office supplies,refund,recurring,1,699.39,93.6,18.84,624.63,,,,,73.83,d2cd2bd7-721e-4af8-b46a-a438d3293c70,2022-10-18 17:55:40,2023-12-29 23:52:14,inactive,Premium,e61046f9-fdf4-4ce6-a44b-5fdb4e47ae36,customer,Miss Jennifer Nichols,fake.name@example.com,Washington,USA,"Wall, Stewart and James",14.31
5ae94de3-ef4b-465b-81ec-d286d8539e48,12606384-3043-4577-9f4b-58e5479ca622,1,line_item,2023-05-13 22:15:00,2020-12-31 09:15:50,USD,pending,80,paper,office supplies,sale,subscription,6,646.95,73.29,35.2,3843.61,,,,,,1c8cab06-623c-4791-aa15-7851e94b9fe7,2023-03-11 20:14:53,2023-11-11 00:16:48,inactive,Standard,88f3ecc2-f8f1-49c2-8241-301788f8ccf3,account,Alfred Fischer,fake.name@example.com,Albuquerque,USA,Johnson-Orozco,19.74
5ae94de3-ef4b-465b-81ec-d286d8539e48,9ea17527-5fb2-450b-8ab8-9287bfcdf6f2,2,line_item,2023-09-08 00:01:04,2019-12-10 07:39:42,USD,pending,3,chair,furniture,sale,invoiceitem,10,180.39,74.07,40.48,1770.31,,,,,,,,,,,4330b075-47b4-4860-a078-327df25f9fd0,account,Brent Evans,fake.name@example.com,Kansas City,USA,"Holmes, Thomas and Sherman",9.54
5ae94de3-ef4b-465b-81ec-d286d8539e48,6e3c8331-fa87-4f69-a0f0-dc0f74fb4cac,3,line_item,2024-02-25 19:03:32,2021-07-12 13:45:31,USD,cancelled,12,stationery,office supplies,sale,recurring,7,822.02,39.84,21.84,5736.14,,,,,,57ff8f8f-9f8b-4a0b-bb9c-c7adc248357e,2023-04-10 11:51:27,2025-02-23 01:26:24,inactive,Basic,d0845128-8df6-4ec5-a2ad-e599cf24e727,customer,Amy Perez,fake.name@example.com,San Antonio,USA,"Johnson, Garrison and Stevens",7.85
5ae94de3-ef4b-465b-81ec-d286d8539e48,2e5f3bd0-f4ff-4e57-8b1d-82cf58bf8e3b,4,line_item,2022-08-14 06:17:41,2021-12-31 04:01:56,USD,cancelled,84,chair,furniture,refund,recurring,8,833.91,9.51,12.6,6674.37,,,,,2592.62,463113c2-9cda-410c-83b1-1ef213898857,2021-09-11 02:07:52,2022-10-08 00:50:52,inactive,Standard,df9ead0e-1e9f-4559-82c3-740b58d23151,account,Sheri Clark,fake.name@example.com,Mesa,USA,Martin-Walters,4.43
5ae94de3-ef4b-465b-81ec-d286d8539e48,09817294-3205-48e4-a0b6-ca87b2a5edf8,5,line_item,2024-04-22 19:11:34,2023-12-19 23:35:04,USD,completed,23,printer,office equipment,sale,recurring,10,902.11,69.57,7.92,8959.45,6c2e6192-922d-4e44-9875-b745561e0b5f,e016903c-5988-458f-aa32-9051cd12c839,bank_transfer,2024-07-10 22:20:12,,cf2afcc9-edad-42c9-9483-5b5c40e120fe,2024-04-02 07:00:23,2025-02-25 10:21:46,inactive,Premium,993f98de-91f1-4775-b43e-67fcd77d04a9,account,Jesse Hill,fake.name@example.com,Nashville,USA,"Robertson, Simmons and Horn",11.88
5cc8b227-c4ff-4fd3-8590-2a6ea584e846,48ce775f-0b79-46d0-99dd-d0cb13560aef,8,header,2023-07-06 22:40:31,2023-05-17 05:06:05,USD,cancelled,97,copier,office equipment,refund,invoiceitem,8,490.55,6.82,30.77,3948.35,,,,,2577.06,,,,,,fb260438-3f36-44c8-98f7-cd3620a7f5a1,account,Stephanie Garcia,fake.name@example.com,Atlanta,USA,Taylor-Ritter,17.36
5cc8b227-c4ff-4fd3-8590-2a6ea584e846,ba0c9cfb-e115-4f31-bfa1-ce35401c9fc1,1,line_item,2023-07-08 01:04:59,2021-01-10 14:12:16,CAD,cancelled,59,paper,office supplies,sale,invoiceitem,10,273.47,28.25,48.51,2754.96,,,,,,,,,,,30db8a87-6782-48d3-b3e9-0039f9effd03,customer,Jerry Nelson,fake.name@example.com,Toronto,Canada,Pearson-Adams,5.26
5cc8b227-c4ff-4fd3-8590-2a6ea584e846,6819a6ab-4f6f-4dce-9873-13ff98c6ff93,2,line_item,2022-11-20 21:29:04,2020-10-10 20:51:36,USD,pending,42,printer,office equipment,refund,subscription,6,696.27,68.66,24.08,4133.04,,,,,648.79,fd37ec02-0e77-406e-98a9-f85615d60e1e,2022-02-25 09:56:26,2023-10-18 10:04:26,active,Basic,d4a270c5-abcc-46ed-898d-ebcc02db43e3,customer,Gabrielle Vazquez PhD,fake.name@example.com,San Francisco,USA,Kim Group,3.54
5cc8b227-c4ff-4fd3-8590-2a6ea584e846,9a762cb6-08a1-4d4b-8acb-ed6ad3530655,3,line_item,2023-06-25 20:39:41,2020-06-26 17:07:46,USD,pending,33,chair,furniture,refund,subscription,3,221.4,34.27,3.89,633.82,,,,,81.92,91792cf7-065e-4462-978b-8160b4b42b1f,2022-08-15 01:17:48,2023-09-05 06:51:15,inactive,Basic,07ec4693-da52-4b7c-a4f3-2e8af1ff4c7f,account,Phillip Ramos,fake.name@example.com,Philadelphia,USA,"Wilson, Bailey and Evans",14.41
5cc8b227-c4ff-4fd3-8590-2a6ea584e846,e5993961-4949-4ef5-a6f7-89b902184e47,4,line_item,2022-08-25 08:08:44,2022-07-28 04:15:09,USD,cancelled,31,stationery,office supplies,refund,subscription,5,250.33,15.8,25.34,1261.19,,,,,293.05,efb46558-e187-4be8-ad76-30185e174304,2022-02-22 13:32:59,2023-01-29 05:55:49,active,Basic,dd148778-96d5-44ea-967e-7b4b66bd648c,account,Tiffany Carpenter,fake.name@example.com,Baltimore,USA,Nelson-Elliott,7.98
5cc8b227-c4ff-4fd3-8590-2a6ea584e846,b2f3f1c9-e34d-4ac2-b1fb-61d190fb457b,5,line_item,2022-07-31 10:21:22,2021-10-29 23:09:38,USD,pending,89,copier,office equipment,sale,invoiceitem,5,308.01,88.31,19.32,1471.06,,,,,,,,,,,c6279d14-ee63-487b-957d-cf16ce618bde,account,Christopher Zimmerman,fake.name@example.com,El Paso,USA,Patterson-Hill,1.47
8fd7abc3-a9f6-4fcc-ba4d-2a816a19ea4c,3f613d7e-5fb8-492b-b321-4c7cc10325a5,9,header,2023-01-20 15:33:40,2020-03-04 07:32:03,CAD,pending,44,paper,office supplies,refund,invoiceitem,7,767.96,84.59,27.23,5318.36,,,,,1533.78,,,,,,a200c08e-7d5c-4bf4-818f-8cf5bb5f2e9e,customer,Christopher Lee,fake.name@example.com,Montreal,Canada,Duran-Bates,1.76
8fd7abc3-a9f6-4fcc-ba4d-2a816a19ea4c,f9e98a79-93cc-4dc4-8f5f-768f14694ccc,1,line_item,2022-09-23 00:47:41,2019-10-29 15:13:44,USD,completed,23,desk,furniture,sale,one-time,2,189.11,79.53,10.77,309.46,6c022301-abe9-4c0c-8788-e0b69aeaeea6,f34e1d6d-0959-4f4a-bccc-0d66d1db5135,paypal,2023-10-20 07:29:54,,,,,,,414cab0b-6835-46e4-90c4-23f80f60e5b5,customer,Ross Chung,fake.name@example.com,Las Vegas,USA,Morrow-Foley,9.64
